2021-03-09 10:33:23,160 | ContentAnalyzer | INFO | **************************************
2021-03-09 10:33:23,160 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 10:33:23,160 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 10:33:23,161 | ContentAnalyzer | ERROR | Cannot find directory_path .
2021-03-09 10:33:23,161 | ContentAnalyzer | ERROR | Check your configuration file (config.json) for correct format and valid parameters
2021-03-09 10:33:23,161 | ContentAnalyzer | ERROR | Failed to generate ums token to continue
2021-03-09 10:42:31,211 | ContentAnalyzer | INFO | **************************************
2021-03-09 10:42:31,212 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 10:42:31,212 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 10:42:31,212 | ContentAnalyzer | ERROR | Error reading configuration file /Users/xiaoying.gao@ibm.com/Desktop/SmartPages/code_local/content-analyzer-samples/ADP_Python/config.json
2021-03-09 10:42:31,212 | ContentAnalyzer | ERROR | Exception: name 'aca_base_url' is not defined
2021-03-09 10:42:31,212 | ContentAnalyzer | ERROR | Check your configuration file (config.json) for correct format and valid parameters
2021-03-09 10:42:31,212 | ContentAnalyzer | ERROR | Failed to generate ums token to continue
2021-03-09 10:44:34,421 | ContentAnalyzer | INFO | **************************************
2021-03-09 10:44:34,421 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 10:44:34,421 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 10:44:34,468 | ContentAnalyzer | ERROR | Failed to check the client due to exception
2021-03-09 10:44:34,468 | ContentAnalyzer | DEBUG | HTTPSConnectionPool(host='ums-sso.aca-2101.apps.orphreys.os.fyre.ibm.com', port=443): Max retries exceeded with url: /oidc/endpoint/ums/registration/ADP_PYTHON_CLIENT (Caused by NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x10826a8d0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2021-03-09 10:44:34,469 | ContentAnalyzer | ERROR | Failed to generate ums token to continue
2021-03-09 10:46:25,984 | ContentAnalyzer | INFO | **************************************
2021-03-09 10:46:25,984 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 10:46:25,984 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 10:46:25,991 | ContentAnalyzer | ERROR | Failed to check the client due to exception
2021-03-09 10:46:25,991 | ContentAnalyzer | DEBUG | HTTPSConnectionPool(host='ums-sso.aca-2101.apps.orphreys.os.fyre.ibm.com', port=443): Max retries exceeded with url: /oidc/endpoint/ums/registration/ADP_PYTHON_CLIENT (Caused by NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x1099fb990>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2021-03-09 10:46:25,991 | ContentAnalyzer | ERROR | Failed to generate ums token to continue
2021-03-09 10:47:31,982 | ContentAnalyzer | INFO | **************************************
2021-03-09 10:47:32,000 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 10:47:32,000 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 10:47:32,478 | ContentAnalyzer | INFO | Need to register the client
2021-03-09 10:47:32,478 | ContentAnalyzer | ERROR | Failed to check the client due to exception
2021-03-09 10:47:32,478 | ContentAnalyzer | DEBUG | name 'true' is not defined
2021-03-09 10:47:32,478 | ContentAnalyzer | ERROR | Failed to generate ums token to continue
2021-03-09 10:48:36,166 | ContentAnalyzer | INFO | **************************************
2021-03-09 10:48:36,166 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 10:48:36,166 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 10:48:36,473 | ContentAnalyzer | INFO | Need to register the client
2021-03-09 10:48:37,336 | ContentAnalyzer | ERROR | Failed to register the client
2021-03-09 10:48:37,336 | ContentAnalyzer | DEBUG | {'error_description': 'The request must contain content-type of "application/json"', 'error': 'invalid_request'}
2021-03-09 10:48:37,336 | ContentAnalyzer | ERROR | Failed to generate ums token to continue
2021-03-09 10:50:15,334 | ContentAnalyzer | INFO | **************************************
2021-03-09 10:50:15,334 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 10:50:15,335 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 10:50:15,613 | ContentAnalyzer | INFO | Need to register the client
2021-03-09 10:50:16,005 | ContentAnalyzer | INFO | Successfully registered the client
2021-03-09 10:51:45,997 | ContentAnalyzer | INFO | **************************************
2021-03-09 10:51:45,997 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 10:51:45,997 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 10:52:06,264 | ContentAnalyzer | INFO | **************************************
2021-03-09 10:52:06,264 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 10:52:06,264 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 10:52:06,555 | ContentAnalyzer | ERROR | Failed to generate a token due to exception
2021-03-09 10:52:06,555 | ContentAnalyzer | DEBUG | name 'paylod' is not defined
2021-03-09 10:52:06,555 | ContentAnalyzer | ERROR | Failed to generate ums token to continue
2021-03-09 10:52:27,470 | ContentAnalyzer | INFO | **************************************
2021-03-09 10:52:27,471 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 10:52:27,471 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 10:52:27,860 | ContentAnalyzer | ERROR | Failed to generate a token due to exception
2021-03-09 10:52:27,860 | ContentAnalyzer | DEBUG | name 'paylod' is not defined
2021-03-09 10:52:27,861 | ContentAnalyzer | ERROR | Failed to generate ums token to continue
2021-03-09 10:52:49,485 | ContentAnalyzer | INFO | **************************************
2021-03-09 10:52:49,485 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 10:52:49,486 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 10:52:50,008 | ContentAnalyzer | ERROR | Failed to generate a token due to exception
2021-03-09 10:52:50,008 | ContentAnalyzer | DEBUG | request() got an unexpected keyword argument 'body'
